# Tier 2 (Easy) - Instance 36
# Generated with config: N=6, K=2, topology=random_dag, calendar=uniform

# HEADER: <num_tasks> <num_types> <num_units>
8 2 4

# RESOURCE TYPES
# Format: <type_id> <num_units> <unit_id1> <unit_id2> ...
0 2 0 1
1 2 2 3

# RESOURCE UNITS (Calendars)
# Format: <unit_id> <num_steps> <t1> <v1> <t2> <v2> ...
0 6 0 100 30 0 39 100 60 0 70 100 90 0
1 6 0 100 30 0 38 100 60 0 69 100 90 0
2 6 0 100 30 0 37 100 60 0 67 100 90 0
3 6 0 100 30 0 36 100 60 0 70 100 90 0

# TASKS
# Format: <task_id> <size> <num_reqs>
# Then for each requirement: <type_id> <qty>
0 0 2
 0 0
 1 0
1 2 2
 0 2
 1 1
2 5 2
 0 1
 1 2
3 8 2
 0 2
 1 0
4 5 2
 0 1
 1 0
5 3 2
 0 0
 1 1
6 5 2
 0 1
 1 0
7 0 2
 0 0
 1 0

# PRECEDENCES
14
0 1
0 4
2 7
3 7
0 3
5 7
0 6
1 4
6 7
1 7
0 2
0 5
1 6
4 7
