# Tier 5 (Very Hard) - Instance 91
# Generated with config: N=45, K=3, topology=random_dag, calendar=random

# HEADER: <num_tasks> <num_types> <num_units>
47 3 15

# RESOURCE TYPES
# Format: <type_id> <num_units> <unit_id1> <unit_id2> ...
0 4 0 1 2 3
1 7 4 5 6 7 8 9 10
2 4 11 12 13 14

# RESOURCE UNITS (Calendars)
# Format: <unit_id> <num_steps> <t1> <v1> <t2> <v2> ...
0 22 0 100 3 0 8 100 9 0 10 100 31 0 34 100 57 0 61 100 91 0 96 100 140 0 142 100 191 0 195 100 319 0 323 100 337 0 339 100 404 0 408 100 425 0
1 24 0 100 9 0 13 100 43 0 47 100 62 0 65 100 131 0 136 100 137 0 139 100 173 0 178 100 275 0 279 100 344 0 347 100 379 0 383 100 400 0 403 100 411 0 416 100 425 0
2 22 0 100 59 0 65 100 145 0 149 100 158 0 160 100 191 0 193 100 228 0 233 100 249 0 252 100 330 0 335 100 350 0 355 100 372 0 377 100 397 0 400 100 425 0
3 24 0 100 80 0 83 100 98 0 101 100 126 0 128 100 140 0 142 100 147 0 151 100 188 0 192 100 260 0 262 100 276 0 281 100 306 0 309 100 335 0 337 100 345 0 350 100 425 0
4 24 0 100 112 0 116 100 165 0 169 100 192 0 197 100 217 0 222 100 268 0 272 100 311 0 314 100 337 0 342 100 375 0 378 100 383 0 387 100 391 0 393 100 414 0 416 100 425 0
5 18 0 100 62 0 67 100 116 0 119 100 142 0 152 100 181 0 189 100 193 0 195 100 251 0 256 100 293 0 298 100 405 0 409 100 425 0
6 22 0 100 28 0 32 100 79 0 81 100 138 0 141 100 152 0 155 100 167 0 171 100 174 0 176 100 203 0 205 100 215 0 218 100 304 0 306 100 343 0 346 100 425 0
7 22 0 100 21 0 25 100 82 0 86 100 103 0 106 100 186 0 191 100 202 0 205 100 246 0 249 100 271 0 274 100 303 0 308 100 378 0 381 100 405 0 408 100 425 0
8 20 0 100 14 0 16 100 98 0 100 100 157 0 162 100 190 0 193 100 203 0 206 100 275 0 277 100 329 0 332 100 360 0 363 100 397 0 406 100 425 0
9 24 0 100 144 0 149 100 154 0 158 100 167 0 171 100 181 0 185 100 199 0 203 100 246 0 249 100 251 0 255 100 315 0 320 100 373 0 378 100 385 0 390 100 401 0 405 100 425 0
10 24 0 100 75 0 78 100 89 0 94 100 103 0 106 100 149 0 153 100 156 0 160 100 330 0 335 100 355 0 359 100 365 0 367 100 399 0 402 100 406 0 408 100 412 0 415 100 425 0
11 22 0 100 68 0 72 100 76 0 80 100 112 0 116 100 138 0 140 100 173 0 177 100 187 0 189 100 221 0 225 100 284 0 287 100 311 0 314 100 325 0 329 100 425 0
12 22 0 100 57 0 59 100 68 0 73 100 77 0 81 100 110 0 114 100 242 0 245 100 269 0 273 100 318 0 321 100 340 0 345 100 365 0 367 100 420 0 423 100 425 0
13 18 0 100 35 0 39 100 76 0 81 100 115 0 119 100 171 0 176 100 346 0 348 100 349 0 352 100 357 0 361 100 400 0 402 100 425 0
14 22 0 100 12 0 14 100 93 0 98 100 146 0 150 100 152 0 154 100 158 0 160 100 178 0 180 100 194 0 199 100 377 0 382 100 393 0 396 100 410 0 412 100 425 0

# TASKS
# Format: <task_id> <size> <num_reqs>
# Then for each requirement: <type_id> <qty>
0 0 3
 0 0
 1 0
 2 0
1 7 3
 0 1
 1 3
 2 1
2 14 3
 0 2
 1 3
 2 2
3 10 3
 0 1
 1 0
 2 3
4 14 3
 0 3
 1 1
 2 0
5 4 3
 0 0
 1 3
 2 2
6 3 3
 0 1
 1 1
 2 2
7 3 3
 0 1
 1 1
 2 2
8 2 3
 0 1
 1 0
 2 2
9 6 3
 0 2
 1 1
 2 3
10 3 3
 0 0
 1 2
 2 2
11 14 3
 0 0
 1 1
 2 2
12 3 3
 0 3
 1 0
 2 1
13 5 3
 0 1
 1 1
 2 0
14 15 3
 0 2
 1 2
 2 2
15 7 3
 0 2
 1 2
 2 0
16 12 3
 0 0
 1 2
 2 1
17 6 3
 0 1
 1 3
 2 1
18 9 3
 0 3
 1 1
 2 2
19 7 3
 0 0
 1 1
 2 0
20 2 3
 0 0
 1 0
 2 1
21 6 3
 0 2
 1 3
 2 2
22 11 3
 0 1
 1 0
 2 3
23 12 3
 0 0
 1 0
 2 1
24 13 3
 0 2
 1 3
 2 0
25 15 3
 0 0
 1 2
 2 0
26 6 3
 0 2
 1 0
 2 2
27 2 3
 0 0
 1 3
 2 2
28 7 3
 0 0
 1 3
 2 1
29 14 3
 0 3
 1 3
 2 0
30 12 3
 0 3
 1 1
 2 2
31 10 3
 0 2
 1 3
 2 3
32 5 3
 0 3
 1 2
 2 3
33 4 3
 0 2
 1 0
 2 0
34 4 3
 0 0
 1 0
 2 1
35 11 3
 0 1
 1 1
 2 0
36 14 3
 0 2
 1 3
 2 3
37 15 3
 0 2
 1 1
 2 0
38 2 3
 0 2
 1 3
 2 0
39 5 3
 0 0
 1 0
 2 1
40 15 3
 0 0
 1 2
 2 3
41 15 3
 0 3
 1 1
 2 3
42 9 3
 0 0
 1 0
 2 3
43 3 3
 0 1
 1 0
 2 2
44 3 3
 0 0
 1 0
 2 1
45 5 3
 0 0
 1 1
 2 0
46 0 3
 0 0
 1 0
 2 0

# PRECEDENCES
377
15 21
7 17
15 30
15 39
18 44
0 5
0 14
11 14
21 46
0 23
11 23
33 38
2 32
3 6
22 46
7 12
17 44
7 21
18 21
18 30
6 34
29 36
0 9
40 45
21 41
10 40
3 10
14 28
36 43
17 39
28 39
5 46
6 38
21 45
10 26
33 37
2 31
25 42
13 46
24 46
35 46
17 25
17 34
7 11
17 43
6 15
21 22
6 33
40 44
10 39
2 35
13 32
3 9
16 37
16 46
17 20
5 27
17 29
28 29
36 42
5 45
6 28
6 46
39 43
2 3
20 39
10 16
2 12
10 25
12 44
32 40
1 43
5 22
5 31
6 32
31 34
10 11
20 43
24 31
13 40
16 36
5 8
5 44
6 18
8 46
19 46
30 46
20 29
39 42
12 25
23 25
4 30
13 26
24 26
1 33
24 35
16 31
24 44
35 44
38 46
17 23
27 36
6 13
27 45
0 37
11 37
11 46
20 24
31 33
39 46
20 42
4 25
31 42
1 19
13 21
13 30
1 37
16 35
1 46
5 16
9 14
5 25
7 44
27 31
19 27
0 32
19 45
30 45
0 41
4 11
23 33
4 29
23 42
26 43
27 35
0 18
0 27
8 40
0 36
11 36
0 45
41 46
20 23
12 28
23 37
37 39
3 46
14 46
15 20
26 29
26 38
0 4
0 13
27 39
0 22
11 22
0 31
11 31
19 44
0 40
33 46
44 46
1 4
