# Tier 3 (Medium) - Instance 97
# Generated with config: N=18, K=2, topology=grid, calendar=clustered

# HEADER: <num_tasks> <num_types> <num_units>
20 2 9

# RESOURCE TYPES
# Format: <type_id> <num_units> <unit_id1> <unit_id2> ...
0 5 0 1 2 3 4
1 4 5 6 7 8

# RESOURCE UNITS (Calendars)
# Format: <unit_id> <num_steps> <t1> <v1> <t2> <v2> ...
0 10 0 100 49 0 54 100 86 0 91 100 122 0 128 100 160 0 166 100 190 0
1 10 0 100 46 0 51 100 87 0 92 100 122 0 127 100 159 0 163 100 190 0
2 10 0 100 45 0 50 100 85 0 89 100 123 0 127 100 163 0 167 100 190 0
3 10 0 100 45 0 49 100 86 0 90 100 122 0 129 100 160 0 164 100 190 0
4 10 0 100 49 0 55 100 87 0 92 100 122 0 129 100 159 0 166 100 190 0
5 10 0 100 46 0 53 100 84 0 90 100 124 0 131 100 161 0 166 100 190 0
6 10 0 100 46 0 53 100 83 0 87 100 123 0 127 100 163 0 168 100 190 0
7 10 0 100 46 0 53 100 86 0 93 100 121 0 127 100 163 0 168 100 190 0
8 10 0 100 45 0 51 100 83 0 87 100 121 0 125 100 160 0 166 100 190 0

# TASKS
# Format: <task_id> <size> <num_reqs>
# Then for each requirement: <type_id> <qty>
0 0 2
 0 0
 1 0
1 9 2
 0 0
 1 1
2 9 2
 0 0
 1 2
3 12 2
 0 2
 1 1
4 9 2
 0 1
 1 0
5 6 2
 0 1
 1 2
6 10 2
 0 0
 1 1
7 11 2
 0 1
 1 1
8 8 2
 0 1
 1 0
9 8 2
 0 1
 1 2
10 4 2
 0 2
 1 1
11 6 2
 0 1
 1 0
12 11 2
 0 1
 1 1
13 12 2
 0 1
 1 2
14 8 2
 0 0
 1 1
15 12 2
 0 1
 1 2
16 11 2
 0 2
 1 2
17 9 2
 0 2
 1 1
18 11 2
 0 2
 1 1
19 0 2
 0 0
 1 0

# PRECEDENCES
32
3 4
4 9
16 17
12 13
0 2
5 10
8 9
0 5
9 14
1 6
17 18
10 15
13 14
6 11
4 5
14 15
0 1
9 10
1 2
0 4
2 7
11 16
6 7
7 12
3 8
12 17
0 3
2 3
8 13
11 12
13 18
7 8
