# Tier 3 (Medium) - Instance 41
# Generated with config: N=12, K=2, topology=diamond, calendar=staggered

# HEADER: <num_tasks> <num_types> <num_units>
14 2 9

# RESOURCE TYPES
# Format: <type_id> <num_units> <unit_id1> <unit_id2> ...
0 4 0 1 2 3
1 5 4 5 6 7 8

# RESOURCE UNITS (Calendars)
# Format: <unit_id> <num_steps> <t1> <v1> <t2> <v2> ...
0 8 0 100 40 0 45 100 80 0 86 100 120 0 126 100 160 0
1 8 0 100 56 0 63 100 96 0 100 100 136 0 140 100 160 0
2 8 0 100 72 0 78 100 112 0 117 100 152 0 156 100 160 0
3 8 0 100 8 0 15 100 88 0 92 100 128 0 133 100 160 0
4 8 0 100 24 0 31 100 104 0 110 100 144 0 150 100 160 0
5 7 0 0 5 100 40 0 46 100 120 0 124 100 160 0
6 8 0 100 16 0 22 100 56 0 63 100 136 0 143 100 160 0
7 8 0 100 32 0 36 100 72 0 79 100 152 0 158 100 160 0
8 8 0 100 8 0 15 100 48 0 55 100 88 0 93 100 160 0

# TASKS
# Format: <task_id> <size> <num_reqs>
# Then for each requirement: <type_id> <qty>
0 0 2
 0 0
 1 0
1 3 2
 0 0
 1 1
2 4 2
 0 0
 1 1
3 3 2
 0 2
 1 0
4 5 2
 0 2
 1 2
5 5 2
 0 1
 1 2
6 8 2
 0 2
 1 2
7 9 2
 0 0
 1 1
8 9 2
 0 1
 1 1
9 7 2
 0 1
 1 1
10 5 2
 0 0
 1 1
11 11 2
 0 2
 1 0
12 4 2
 0 0
 1 1
13 0 2
 0 0
 1 0

# PRECEDENCES
16
0 1
0 7
1 2
0 4
9 13
0 10
10 11
12 13
2 3
3 13
4 5
6 13
8 9
5 6
11 12
7 8
